id,created_at,ranking_position,title,artist,streams,genre,lyrics,album,year,duration_seg,language_variant,source,url_source,extra_data,lyrics_status,artist_gender
1049,2026-03-07 05:15:45.867336+00,,mi amor eres tu album version,silvestre dangond,0.0,pop,,grandes exitos silvestre dangond,2024.0,284.0,es,spotify_search,https://open.spotify.com/track/2dDBPFpQ5FQuz43a2ayPNZ,"{""pais"":""CO"",""error_letra"":""No encontrada en Genius"",""es_infantil"":false,""todos_artistas"":""Silvestre Dangond, Juancho De La Espriella"",""spotify_track_id"":""2dDBPFpQ5FQuz43a2ayPNZ"",""artistas_secundarios"":[]}",error,
1050,2026-03-07 05:15:51.063187+00,,chica freaky no 1,the pilot,0.0,pop,,chica freaky no 1,2023.0,188.0,es,spotify_search,https://open.spotify.com/track/6TUFN77TE5RM8fti9ilYfX,"{""pais"":""CO"",""es_infantil"":false,""todos_artistas"":""The Pilot"",""spotify_track_id"":""6TUFN77TE5RM8fti9ilYfX"",""artistas_secundarios"":[]}",completed,
1052,2026-03-07 05:16:00.963466+00,,quiero volar,jorge meza y su tropi colombia,0.0,cumbia,,exitos de oro,2024.0,286.0,es,spotify_search,https://open.spotify.com/track/55FBgPXgynD9ommdmsTEhN,"{""pais"":""CO"",""es_infantil"":false,""todos_artistas"":""Jorge Meza Y Su Tropi Colombia"",""spotify_track_id"":""55FBgPXgynD9ommdmsTEhN"",""artistas_secundarios"":[]}",pending,
1053,2026-03-07 05:16:06.298096+00,,mi destino,lucho bowen,0.0,pop,,exitos de rockola grabaciones originales,2024.0,170.0,es,spotify_search,https://open.spotify.com/track/0XIGWhHnhMUt6R6is619OD,"{""pais"":""CO"",""es_infantil"":false,""todos_artistas"":""Lucho Bowen"",""spotify_track_id"":""0XIGWhHnhMUt6R6is619OD"",""artistas_secundarios"":[]}",pending,
1054,2026-03-07 05:16:11.149257+00,,palo alto,lu k,0.0,other,,palo alto,2020.0,206.0,es,spotify_search,https://open.spotify.com/track/6p61zVdGAUhAvueeyCAgs2,"{""pais"":""CO"",""es_infantil"":false,""todos_artistas"":""Lu K, Alee Ferrer"",""spotify_track_id"":""6p61zVdGAUhAvueeyCAgs2"",""artistas_secundarios"":[]}",pending,
1055,2026-03-07 05:16:15.997932+00,,contentoso,luis alfonso,0.0,pop,,contentoso,2024.0,169.0,es,spotify_search,https://open.spotify.com/track/2NFWEVIzLcWARyI8BzgA23,"{""pais"":""CO"",""es_infantil"":false,""todos_artistas"":""Luis Alfonso"",""spotify_track_id"":""2NFWEVIzLcWARyI8BzgA23"",""artistas_secundarios"":[]}",pending,
1056,2026-03-07 05:16:21.773403+00,,mujer de novela en vivo,willy garcia,0.0,other,,anos exitos crudo,2024.0,310.0,es,spotify_search,https://open.spotify.com/track/5GhauSN1EJTdtW4yFo7oQx,"{""pais"":""CO"",""es_infantil"":false,""todos_artistas"":""Willy Garcia"",""spotify_track_id"":""5GhauSN1EJTdtW4yFo7oQx"",""artistas_secundarios"":[]}",pending,
1058,2026-03-08 23:22:39.770494+00,,llorando se fue,jorge meza,0.0,cumbia,,exitos de oro,2024.0,255.0,es,spotify_search,https://open.spotify.com/track/67zLWUMExshty6zISI9b9s,"{""pais"":""CO"",""es_infantil"":false,""todos_artistas"":""Jorge Meza Y Su Tropi Colombia"",""spotify_track_id"":""67zLWUMExshty6zISI9b9s"",""artistas_secundarios"":[]}",pending,
1060,2026-03-08 23:43:37.074341+00,,tomame,sonora dinamita,0.0,cumbia,,exitos vol 1,2024.0,187.0,es,spotify_search,https://open.spotify.com/track/1Zjoefv9xLLoEGzbtImlIo,"{""pais"":""CO"",""es_infantil"":false,""todos_artistas"":""Sonora Dinamita"",""spotify_track_id"":""1Zjoefv9xLLoEGzbtImlIo"",""artistas_secundarios"":[]}",pending,
1061,2026-03-08 23:43:49.271632+00,,bendicion,juanda,0.0,reggaeton,,new era,2024.0,177.0,es,spotify_search,https://open.spotify.com/track/69Okhs8O7646vyl0secX1L,"{""pais"":""CO"",""es_infantil"":false,""todos_artistas"":""Juanda"",""spotify_track_id"":""69Okhs8O7646vyl0secX1L"",""artistas_secundarios"":[]}",pending,
1062,2026-03-08 23:43:57.852096+00,,culpablexxx,el ab,0.0,trap,,culpablexxx,2024.0,133.0,es,spotify_search,https://open.spotify.com/track/5GGbW4TlkKD3VCeKQDcG0z,"{""pais"":""CO"",""es_infantil"":false,""todos_artistas"":""El Ab"",""spotify_track_id"":""5GGbW4TlkKD3VCeKQDcG0z"",""artistas_secundarios"":[]}",pending,
1063,2026-03-08 23:44:04.213417+00,,tefelicito,tropitango,0.0,reggaeton,,exitos colombianos y mexicanos vol 1,2024.0,187.0,es,spotify_search,https://open.spotify.com/track/7Dcv9cWsX7OMdOpBJtBn07,"{""pais"":""CO"",""es_infantil"":false,""todos_artistas"":""Tropitango"",""spotify_track_id"":""7Dcv9cWsX7OMdOpBJtBn07"",""artistas_secundarios"":[]}",pending,
1064,2026-03-08 23:44:09.724401+00,,blujiniemos remix,nikael,0.0,reggaeton,,blujiniemos,2024.0,197.0,es,spotify_search,https://open.spotify.com/track/0qsTnzbfzlhee8w9NJLU1u,"{""pais"":""CO"",""es_infantil"":false,""todos_artistas"":""Nikael, Samy Acero"",""spotify_track_id"":""0qsTnzbfzlhee8w9NJLU1u"",""artistas_secundarios"":[]}",pending,
1065,2026-03-08 23:44:15.373914+00,,la cancion del que se fue,lucho bowen,0.0,pop,,exitos de rockola grabaciones originales,2024.0,156.0,es,spotify_search,https://open.spotify.com/track/2LvcxLsi1kFhI9yNdqfoRv,"{""pais"":""CO"",""es_infantil"":false,""todos_artistas"":""Lucho Bowen"",""spotify_track_id"":""2LvcxLsi1kFhI9yNdqfoRv"",""artistas_secundarios"":[]}",pending,
1067,2026-03-08 23:44:26.968716+00,,a colombia me voy,jorge meza y su tropi colombia,0.0,cumbia,,exitos de oro,2024.0,196.0,es,spotify_search,https://open.spotify.com/track/1xYvrPkigpfOhx1JH23d93,"{""pais"":""CO"",""es_infantil"":false,""todos_artistas"":""Jorge Meza Y Su Tropi Colombia"",""spotify_track_id"":""1xYvrPkigpfOhx1JH23d93"",""artistas_secundarios"":[]}",pending,
1068,2026-03-08 23:44:34.419017+00,,te estan matando los anos,jorge meza y su tropi colombia,0.0,cumbia,,exitos de oro,2024.0,254.0,es,spotify_search,https://open.spotify.com/track/1LDCUQGYuJrQRpdkegoEhR,"{""pais"":""CO"",""es_infantil"":false,""todos_artistas"":""Jorge Meza Y Su Tropi Colombia"",""spotify_track_id"":""1LDCUQGYuJrQRpdkegoEhR"",""artistas_secundarios"":[]}",pending,
1069,2026-03-08 23:44:42.582295+00,,de todos mis amores,jorge meza y su tropi colombia,0.0,cumbia,,exitos de oro,2024.0,329.0,es,spotify_search,https://open.spotify.com/track/1NM2eIQRBPFvpU5p2zNVXO,"{""pais"":""CO"",""es_infantil"":false,""todos_artistas"":""Jorge Meza Y Su Tropi Colombia"",""spotify_track_id"":""1NM2eIQRBPFvpU5p2zNVXO"",""artistas_secundarios"":[]}",pending,
1070,2026-03-08 23:44:48.569338+00,,hh,sabue,0.0,other,,caotico,2024.0,161.0,es,spotify_search,https://open.spotify.com/track/1rLAhjg09WIcUPPcVtGbcG,"{""pais"":""CO"",""es_infantil"":false,""todos_artistas"":""Sabue, Nueve Musas"",""spotify_track_id"":""1rLAhjg09WIcUPPcVtGbcG"",""artistas_secundarios"":[]}",pending,
1071,2026-03-08 23:44:53.437674+00,,echao pa lante,joe arroyo,0.0,cumbia,,echao palante,1987.0,246.0,es,spotify_search,https://open.spotify.com/track/1jfRpKvKIqb7yBAIaKyujQ,"{""pais"":""CO"",""es_infantil"":false,""todos_artistas"":""Joe Arroyo, La Verdad"",""spotify_track_id"":""1jfRpKvKIqb7yBAIaKyujQ"",""artistas_secundarios"":[]}",pending,
1072,2026-03-08 23:44:58.144915+00,,doce y treinta,luis alfonso,0.0,pop,,contentoso,2024.0,155.0,es,spotify_search,https://open.spotify.com/track/7gpvpEkBK98kJImUCWIn4Z,"{""pais"":""CO"",""es_infantil"":false,""todos_artistas"":""Luis Alfonso, Jhonny Rivera"",""spotify_track_id"":""7gpvpEkBK98kJImUCWIn4Z"",""artistas_secundarios"":[]}",pending,
1073,2026-03-08 23:45:03.467641+00,,lo que traje de colombia,jorge meza y su tropi colombia,0.0,cumbia,,exitos de oro,2024.0,214.0,es,spotify_search,https://open.spotify.com/track/6UkXGRKojhAo3TyvK9I4UT,"{""pais"":""CO"",""es_infantil"":false,""todos_artistas"":""Jorge Meza Y Su Tropi Colombia"",""spotify_track_id"":""6UkXGRKojhAo3TyvK9I4UT"",""artistas_secundarios"":[]}",pending,
1074,2026-03-08 23:45:09.443371+00,,cumbia george,jorge meza y su tropi colombia,0.0,cumbia,,exitos de oro,2024.0,220.0,es,spotify_search,https://open.spotify.com/track/5lN36GiViAE8YKT7l3Q3cN,"{""pais"":""CO"",""es_infantil"":false,""todos_artistas"":""Jorge Meza Y Su Tropi Colombia"",""spotify_track_id"":""5lN36GiViAE8YKT7l3Q3cN"",""artistas_secundarios"":[]}",pending,
1075,2026-03-08 23:45:15.113641+00,,coco seco,jorge meza y su tropi colombia,0.0,cumbia,,exitos de oro,2024.0,292.0,es,spotify_search,https://open.spotify.com/track/3ZfoWbkkjQuBlBpJ7rTbLf,"{""pais"":""CO"",""es_infantil"":false,""todos_artistas"":""Jorge Meza Y Su Tropi Colombia"",""spotify_track_id"":""3ZfoWbkkjQuBlBpJ7rTbLf"",""artistas_secundarios"":[]}",pending,
1076,2026-03-09 11:09:33.825291+00,1.0,son del duke,mix amor amor,196794.0,reggaeton,,,,367.0,es,youtube,https://youtube.com/watch?v=pHTtVlGYO94,"{""pais"":""PE"",""posicion"":1,""thumbnail"":""https://i.ytimg.com/vi/pHTtVlGYO94/hqdefault.jpg"",""like_count"":""7221"",""es_infantil"":false,""comment_count"":""701"",""youtube_channel"":""Orquesta SON DEL DUKE"",""youtube_video_id"":""pHTtVlGYO94"",""artistas_secundarios"":[""duke""]}",pending,
1077,2026-03-09 11:09:36.294454+00,7.0,mariposa traicionera,mana,862496.0,reggaeton,,,,266.0,es,youtube,https://youtube.com/watch?v=Ex-SPuzEbOI,"{""pais"":""PE"",""posicion"":7,""thumbnail"":""https://i.ytimg.com/vi/Ex-SPuzEbOI/hqdefault.jpg"",""like_count"":""1946"",""es_infantil"":false,""comment_count"":""14"",""youtube_channel"":""Euphoric."",""youtube_video_id"":""Ex-SPuzEbOI"",""artistas_secundarios"":[]}",pending,
1078,2026-03-09 11:09:38.051841+00,12.0,clavado en un bar,mana,258808.0,reggaeton,,,,311.0,es,youtube,https://youtube.com/watch?v=8oKp6xqcinU,"{""pais"":""PE"",""posicion"":12,""thumbnail"":""https://i.ytimg.com/vi/8oKp6xqcinU/hqdefault.jpg"",""like_count"":""642"",""es_infantil"":false,""comment_count"":""9"",""youtube_channel"":""LatinHype"",""youtube_video_id"":""8oKp6xqcinU"",""artistas_secundarios"":[]}",pending,
1079,2026-03-09 11:09:39.598663+00,14.0,dejalos que hablen,la bella luz,69903.0,reggaeton,,,,195.0,es,youtube,https://youtube.com/watch?v=vLBbbhzWvwk,"{""pais"":""PE"",""posicion"":14,""thumbnail"":""https://i.ytimg.com/vi/vLBbbhzWvwk/hqdefault.jpg"",""like_count"":""4827"",""es_infantil"":false,""comment_count"":""431"",""youtube_channel"":""Orquesta LA BELLA LUZ"",""youtube_video_id"":""vLBbbhzWvwk"",""artistas_secundarios"":[]}",pending,
1080,2026-03-09 11:09:41.143869+00,16.0,alok zeeba,hear me now,627810.0,reggaeton,,,,193.0,es,youtube,https://youtube.com/watch?v=Tdp3FFbSuFc,"{""pais"":""PE"",""posicion"":16,""thumbnail"":""https://i.ytimg.com/vi/Tdp3FFbSuFc/hqdefault.jpg"",""like_count"":""4243"",""es_infantil"":false,""comment_count"":""74"",""youtube_channel"":""LatinHype"",""youtube_video_id"":""Tdp3FFbSuFc"",""artistas_secundarios"":[""bruno martini""]}",pending,
1081,2026-03-09 11:09:42.594345+00,17.0,gotas de lluvia,grupo niche,204559.0,reggaeton,,,,377.0,es,youtube,https://youtube.com/watch?v=B0JdZ2F_r_c,"{""pais"":""PE"",""posicion"":17,""thumbnail"":""https://i.ytimg.com/vi/B0JdZ2F_r_c/hqdefault.jpg"",""like_count"":""351"",""es_infantil"":false,""comment_count"":""4"",""youtube_channel"":""Aura Country"",""youtube_video_id"":""B0JdZ2F_r_c"",""artistas_secundarios"":[]}",pending,
1082,2026-03-09 11:09:44.101043+00,20.0,bandido,ana barbara,262995.0,reggaeton,,,,182.0,es,youtube,https://youtube.com/watch?v=cq6QE5-PWwQ,"{""pais"":""PE"",""posicion"":20,""thumbnail"":""https://i.ytimg.com/vi/cq6QE5-PWwQ/hqdefault.jpg"",""like_count"":""617"",""es_infantil"":false,""comment_count"":""9"",""youtube_channel"":""Keller Lyrics"",""youtube_video_id"":""cq6QE5-PWwQ"",""artistas_secundarios"":[]}",pending,
1083,2026-03-09 11:09:45.470292+00,21.0,otra como tu,eros ramazzotti,656402.0,bachata,,,,282.0,es,youtube,https://youtube.com/watch?v=lgnv_4zeXfI,"{""pais"":""PE"",""posicion"":21,""thumbnail"":""https://i.ytimg.com/vi/lgnv_4zeXfI/hqdefault.jpg"",""like_count"":""2020"",""es_infantil"":false,""comment_count"":""31"",""youtube_channel"":""Lufenix"",""youtube_video_id"":""lgnv_4zeXfI"",""artistas_secundarios"":[]}",pending,
1084,2026-03-09 11:09:47.03376+00,25.0,creo en ti,reik,290460.0,reggaeton,,,,167.0,es,youtube,https://youtube.com/watch?v=yebWZqPnLCw,"{""pais"":""PE"",""posicion"":25,""thumbnail"":""https://i.ytimg.com/vi/yebWZqPnLCw/hqdefault.jpg"",""like_count"":""593"",""es_infantil"":false,""comment_count"":""12"",""youtube_channel"":""Luis Jams"",""youtube_video_id"":""yebWZqPnLCw"",""artistas_secundarios"":[]}",pending,
1085,2026-03-09 11:09:48.554717+00,26.0,jose jose el amar y el querer,jose jose,167868.0,reggaeton,,,,236.0,es,youtube,https://youtube.com/watch?v=Sr0rifOsv8Q,"{""pais"":""PE"",""posicion"":26,""thumbnail"":""https://i.ytimg.com/vi/Sr0rifOsv8Q/hqdefault.jpg"",""like_count"":""434"",""es_infantil"":false,""comment_count"":""3"",""youtube_channel"":""FirePlay"",""youtube_video_id"":""Sr0rifOsv8Q"",""artistas_secundarios"":[""el amar y el querer""]}",pending,
